run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 19.611020303s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '19s'}]}}"
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 18.636363545s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '18s'}]}}"
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 17.655297049s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '17s'}]}}"
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 16.657748142s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '16s'}]}}"
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T094447079899,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 7.719512403s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '7s'}]}}"
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T102038020359,v0,v0+pf0c107a9d7a1+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T102250058932,v1,v1+p1ef8f45acc94+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T104026122272,v2,v2+p1ef8f45acc94+t7f8598161b0b,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3-bonus_B_base_openai_20260729T113053741196,v3-bonus,v3-bonus+p47281754cffc+td0241a8991df,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,APIConnectionError: Connection error.
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,APIConnectionError: Connection error.
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,APIConnectionError: Connection error.
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,APIConnectionError: Connection error.
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,APIConnectionError: Connection error.
v3-bonus_B_base_openai_20260729T113407768924,v3-bonus,v3-bonus+p47281754cffc+t3d17fc26cdfc,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,APIConnectionError: Connection error.
